Article Title,Author Keywords,Publication Date,Publication Year,
"Evaluation of stress, serum and salivary cortisol, and interleukin-1 beta levels in smokers and non-smokers with chronic periodontitis",chronic periodontitis; cortisol; interleukin-1 beta; smoking; stress,SEP,2018,
The evaluation of salivary oxidative stress in patients with familial Mediterranean fever and chronic periodontitis,8-hydroxydeoxyguanosine; chronic periodontitis; familial Mediterranean fever; malondialdehyde; oxidative stress; saliva,SEP,2018,
Clinical outcomes and cost effectiveness of computer-guided versus conventional implant-retained hybrid prostheses: A long-term retrospective analysis of treatment protocols,computer-assisted surgery; cone-beam computed tomography; dental implants; implant-supported dental prosthesis; prostheses and implants,SEP,2018,
Prospective study of the impact of peri-implant soft tissue properties on patient-reported and clinically assessed outcomes,dental implants; esthetics; dental; gingiva; pain measurement; patient reported outcome measures,SEP,2018,
Influence of plaque control on the relationship between rheumatoid arthritis and periodontal health status among Japanese rheumatoid arthritis patients,oral health; oral hygiene; periodontitis; rheumatoid arthritis,SEP,2018,
Radiographic bone loss in a Scottish non-smoking type 1 diabetes mellitus population: A bitewing radiographic study,alveolar bone loss; bitewing; radiography; type 1 diabetes mellitus,SEP,2018,
Periodontitis and placental growth factor in oral fluids are early pregnancy predictors of gestational diabetes mellitus,diabetes; gestational; gingival crevicular fluid; saliva; placental growth factor; vascular endothelial growth factor receptor-1; periodontitis,SEP,2018,
High serum procalcitonin levels in patients with periodontitis and chronic migraine,headache; inflammation; migraine; periodontitis; procalcitonin,SEP,2018,
Efficacy of tunnel technique in the treatment of localized and multiple gingival recessions: A systematic review and meta-analysis,evidence-based dentistry; gingival recession; meta-analysis; surgical flaps; tooth root,SEP,2018,
Occurrence of peri-implant diseases and risk indicators at the patient and implant levels: A multilevel cross-sectional study,cross-sectional studies; dental implants; mucositis; peri-implantitis; risk factors,SEP,2018,
Histological effects and pharmacokinetics of lipopolysaccharide derived from Porphyromonas gingivalis on rat maxilla and liver concerning with progression into non-alcoholic steatohepatitis,histology; metabolic syndrome; periodontal medicine; periodontitis; pharmacology; radiology,SEP,2018,
Memory T cell subsets in healthy gingiva and periodontitis tissues,gingiva; homeostasis; interleukin-17; memory; periodontitis; T-lymphocytes,SEP,2018,
"Vibration enhances PGE(2), IL-6, and IL-8 expression in compressed hPDL cells via cyclooxygenase pathway",indomethacin; interleukin 6; interleukin 8; periodontal ligament; vibration,SEP,2018,
P53 mediates lipopolysaccharide-induced inflammation in human gingival fibroblasts,cell biology; cytokines; fibroblasts; oxidative stress; periodontitis; reactive oxygen species (ROS),SEP,2018,
AAP President's Address,,SEP,2018,
Primary care physicians and nurses: Targets for basic periodontal education,early diagnosis; interprofessional education; laypersons; nurses; periodontitis; physicians; primary health care; primary prevention,AUG,2018,
The influence of different soft-tissue grafting procedures at single implant placement on esthetics: A randomized controlled trial,alveolar ridge augmentation; connective tissue; esthetics; gingival recession; single-tooth implants,AUG,2018,
"Validity of self-reported periodontal measures, demographic characteristics, and systemic medical conditions",diagnosis; epidemiology; periodontal diseases; self-assessment,AUG,2018,
"Prevalence of daily flossing among adults by selected risk factors for periodontal disease-United States, 2011-2014",dental floss; dental health surveys; diabetes mellitus; epidemiology; population surveillance; tobacco use,AUG,2018,
Comparing the effect of strontium-functionalized and fluoride-modified surfaces on early osseointegration,surface-crated materials; peri-implant endosseous healing; trace elements; bone; NZW rabbit,AUG,2018,
Periodontitis and prevalence of elevated aminotransferases in the Hispanic Community Health Study/Study of Latinos,cross-sectionul studies; epidemiologic studies; HCHS/SOL; periodontitis; transaminases,AUG,2018,
Clinical periodontal status and inflammatory cytokines in primary Sjogren syndrome and rheumatoid arthritis,caspase-1; gingival crevicular fluid; gingivitis; interleukin-1beta; plasma; primary Sjogren syndrome; tumor necrosis factor-alpha,AUG,2018,
HLA-B57.01 shields people living with HIV for significantly better periodontal health,chronic periodontitis; HIV infection; HLA antigens; viral infections,AUG,2018,
Gingival crevicular fluid and salivary resistin and tumor necrosis factor-alpha levels in obese children with gingivitis,cytokine(s); gingival crevicular fluid; gingivitis; obesity; saliva,AUG,2018,
"1,25-dihydroxyvitamin D deficiency accelerates alveolar bone loss independent of aging and extracellular calcium and phosphorus","1,25-dihydroxyvitamin D; bone resorption; calcium and phosphorus; periodontal disease",AUG,2018,
Microbiologic effect of two topical anti-infective treatments on ligature-induced peri-implantitis: A pilot study in dogs,antimicrobial photodynamic therapy; checkerboard; peri-implantitis; tetracycline,AUG,2018,
American Academy of Periodontology best evidence consensus statement on the efficacy of laser therapy used alone or as an adjunct to non-surgical and surgical treatment of periodontitis and peri-implant diseases,,JUL,2018,
Infrared lasers for the treatment of moderate to severe periodontitis: An American Academy of Periodontology best evidence review,dental scaling; evidence-based dentistry; lasers; periodontitis; periodontitis; therapy; surgical procedures,JUL,2018,
Laser therapy for treatment of peri-implant mucositis and peri-implantitis: An American Academy of Periodontology best evidence review,Decontamination; dental implants; lasers; meta-analyses; peri-implantitis; systematic review,JUL,2018,
The efficacy of laser therapy: Commentary on the American Academy of Periodontology best evidence consensus meeting,,JUL,2018,
Comparison of two different surgical approaches to increase peri-implant mucosal thickness: A randomized controlled clinical trial,dental implants; single-tooth; alveolar ridge augmentation; acellular dermis; connective tissue; randomized controlled trial,JUL,2018,
Lip repositioning with or without myotomy: A randomized clinical trial,esthetics; dental; gingiva; lip; smiling,JUL,2018,
The effect of toothbrushing and flossing sequence on interdental plaque reduction and fluoride retention: A randomized controlled clinical trial,dental plaque; flossing; fluoride; randomized controlled trial; toothbrushing,JUL,2018,
The root coverage esthetic score: Intra-examiner reliability among dental students and dental faculty,dental esthetics; gingiva; gingival recession; oral surgical procedures; tooth root,JUL,2018,
The association of periodontal disease and cardiovascular disease risk: Results from the Hispanic Community Health Study/Study of Latinos,cardiovascular diseases; cross-sectional studies; epidemiology; Hispanic Americans; periodontal diseases; risk factor(s),JUL,2018,
Gene expression analysis of neuropeptides in oral mucosa during periodontal disease in non-human primates,Gene expression; inflammation; innate immunity; neuropeptides; periodontitis,JUL,2018,
mRNA expression of IFN-lambda s in the gingival tissue of patients with chronic or aggressive periodontitis: A polymerase chain reaction study,Aggressive periodontitis; herpesviruses; interferons; mRNA; polymerase chain reaction,JUL,2018,
Annexin-1 as a salivary biomarker for gingivitis during pregnancy,Annexin-1; biomarkers; cytokines; gingivitis; IL-1 beta; inflammation; pregnancy; saliva,JUL,2018,
Rho-kinase inhibitor Y-27632 downregulates LPS-induced IL-6 and IL-8 production via blocking p38 MAPK and NF-kappa B pathways in human gingival fibroblasts,Anti-inflammatory agents; cytokines; fibroblasts; immunology; periodontitis; pharmacology,JUL,2018,
Antimicrobial photodynamic therapy for the treatment of periodontitis and peri-implantitis: An American Academy of Periodontology best evidence review,"dental scaling; evidence-based dentistry; lasers; periodontitis; photochemotherapy; surgical procedures, operative",JUL,2018,
Oral prebiotics and the influence of environmental conditions in vitro,biofilms; microbiology; oral health; periodontitis; prebiotics; probiotics,JUN,2018,
Manifestations of systemic diseases and conditions that affect the periodontal attachment apparatus: Case definitions and diagnostic considerations,attachment loss; diagnosis; genetic disease; immune response; inflammation; periodontal disease; systemic disease,JUN,2018,
Peri-implant diseases and conditions: Consensus report of workgroup 4 of the 2017 World Workshop on the Classification of Periodontal and Peri-Implant Diseases and Conditions,case definition; dental implant; hard tissue deficiencies; peri-implant mucositis; peri-implant tissues; peri-implantitis; soft tissue deficiencies,JUN,2018,
A new classification scheme for periodontal and peri-implant diseases and conditions - Introduction and key changes from the 1999 classification,classification; gingivitis; peri-implant mucositis; peri-implantitis; periodontal diseases; periodontitis,JUN,2018,
Periodontal health and gingival diseases and conditions on an intact and a reduced periodontium: Consensus report of workgroup 1 of the 2017 World Workshop on the Classification of Periodontal and Peri-Implant Diseases and Conditions,allergic reaction; amalgam tattoo; aspergillosis; biofilm; blastomycosis; calcifying fibroblastic granuloma; candidosis; chemical trauma; clinical health; coccidioidomycosis; condylomata acuminatum; contact allergy; coxsackie virus; Crohn's disease; dental plaque-induced gingivitis; disease control; disease remission; disease stability; drug-induced gingival enlargement; drug-induced pigmentation; dysbiosis; erythema multiforme; erythroplakia; factitious injury; fibrous epulis; focal epithelial hyperplasia; frictional keratosis; geotricosis; gingival pigmentation; hand foot and mouth; hereditary gingival fibromatosis; herpangina; herpes simplex; histoplasmosis; Hodgkin lymphoma; hyperglycemia; hyposalivation; intact periodontium; leukemia; leukoplakia; lichen planus; local risk factors; lupus erythematosus; melanoplakia; Melkersson-Rosenthal; menstrual cycle; modifying factors; molluscum contagiosum; mucormycosis; Mycobacterium tuberculosis; necrotizing periodontal diseases; Neisseria gonorrhoeae; non-dental plaque-induced gingival conditions; non-Hodgkin lymphoma; oral contraceptive; orofacial granulomatosis; paracoccidioidomycosis; pemphigoid; pemphigus vulgaris; periodontal disease; peripheral giant cell granuloma; plasma cell gingivitis; predisposing factors; pregnancy; puberty; pyogenic granuloma; reduced periodontium; resolution of inflammation; restoration margins; sarcoidosis; scurvy; smoker's melanosis; smoking; squamous cell carcinoma; squamous cell papilloma; stable periodontitis; streptoccocal gingivitis; symbiosis; systemic risk factors; thermal trauma; toothbrush trauma; Treponema pallidum; varicella zoster; vascular epulis; verruca vulgaris,JUN,2018,
"Mucogingival conditions in the natural dentition: Narrative review, case definitions, and diagnostic considerations",attachment loss; classification; diagnosis; disease progression; esthetics; gingival recession; periodontal biotype,JUN,2018,
"Occlusal trauma and excessive occlusal forces: Narrative review, case definitions, and diagnostic considerations",attachment loss; classification; diagnosis; disease progression; esthetics; gingival recession; periodontal biotype,JUN,2018,
Non-plaque-induced gingival diseases,classification; diagnosis oral; epulis; gingiva; gingival diseases; immunological; inflammation; mouth mucosa; oral manifestations; oral medicine; periodontal disease; rare diseases,JUN,2018,
Periodontal health,Clinical health; gingiva; periodontal remission; periodontal stability; pristine health,JUN,2018,
Dental plaque-induced gingival conditions,diagnosis; evidence-based dentistry; gingivitis,JUN,2018,
Peri-implantitis,diagnosis; implantology; peri-implantitis; systematic reviews and evidence-based medicine,JUN,2018,
Staging and grading of periodontitis: Framework and proposal of a new classification and case definition,aggressive periodontitis; biomarkers; case definition; chronic periodontitis; classification; clinical attachment loss; diagnosis; furcation involvement; grade A periodontitis; grade B periodontitis; grade C periodontitis; inflammatory burden; infrabony defect; masticatory dysfunction; necrotizing periodontitis; periodontal pocket; periodontitis; periodontitis as manifestation of systemic disease; periodontitis/grade; periodontitis/stage; radiographic bone loss; risk factors; stage I periodontitis; stage II periodontitis; stage III periodontitis; stage IV periodontitis; standard of care; tooth hypermobility; tooth loss,JUN,2018,
Plaque-induced gingivitis: Case definition and diagnostic considerations,gingival diseases; gingival hemorrhage; gingivitis,JUN,2018,
Alcohol intake and periodontitis in adults aged >= 30 years: NHANES 2009-2012,alcohol drinking; cross-sectional studies; dental health surveys; epidemiology; periodontitis,JUN,2018,
Microbiome at sites of gingival recession in children with Hutchinson-Gilford progeria syndrome,gingival recession; Hutchinson-Gilford progeria syndrome; microbiota; periodontal diseases; progeria,JUN,2018,
Peri-implant soft tissue inflammatory parameters and crestal bone loss among waterpipe (narghile) smokers and never-smokers with and without type 2 diabetes mellitus,alveolar bone loss; & nbsp;bleeding on probing; & nbsp;cigarette smoking; dental plaque; inflammation; type 2 diabetes mellitus,JUN,2018,
Self-assembling peptide matrix for treatment of dentin hypersensitivity: A randomized controlled clinical trial,dentistry; gingival recession; quality of life; scanning electron microscopy; self-assembling peptides; tooth wear,JUN,2018,
Bone heat generated using conventional implant drills versus piezosurgery unit during apical cortical plate perforation,bone; dental implants; heat-stress reaction; piezosurgery,JUN,2018,
Early intervention of peri-implantitis and periodontitis using a mouse model,dental implant; ligature; mice; peri-implantitis; periodontitis,JUN,2018,
Effective removal of calcified deposits on microstructured titanium fixture surfaces of dental implants with erbium lasers,dental implant; erbium YAG laser; peri-implantitis; YSGG laser,JUN,2018,
Dimensional evaluation of blood clot gap distances within intrabony defects following grafting and EDTA root surface treatment-experimental study in dogs,clot retraction; ethylenediaminetetraacetic acid; periodontal diseases; periodontal regeneration; surgical flaps; wound healing,JUN,2018,
Active matrix metalloproteinase-8 and periodontal bacteria-interlink between periodontitis and inflammatory bowel disease?,bacteria; gingivitis; inflammatory bowel disease; & nbsp;matrix metalloproteinase 8; periodontitis,JUN,2018,
Activation of autophagy in periodontal ligament mesenchymal stem cells promotes angiogenesis in periodontitis,autophagy; beclin-1; interleukin-1beta; periodontal ligament; stem cells; tumor necrosis factor-alpha,JUN,2018,
Peri-implant health,connective tissue biology; diagnosis; implantology; osseointegration,JUN,2018,
Age-dependent distribution of periodontitis in two countries: Findings from NHANES 2009 to 2014 and SHIP-TREND 2008 to 2012,classification; clinical attachment loss; epidemiology; periodontitis; pocket depth; recession,JUN,2018,
Dental prostheses and tooth-related factors,anatomy; classification; dental prostheses; dental restorations; gingivitis; periodontitis; tooth,JUN,2018,
Classification and diagnosis of aggressive periodontitis,aggressive periodontitis; diagnosis; epidemiology; genetics; inflammation and innate immunity; microbiology,JUN,2018,
The etiology of hard- and soft-tissue deficiencies at dental implants: A narrative review,gingival thickness; implantology; osseointegration; osseous defects,JUN,2018,
Peri-implant mucositis,peri-implant disease; peri-implant mucositis; peri-implantitis; risk factor; risk indicator,JUN,2018,
Acute periodontal lesions (periodontal abscesses and necrotizing periodontal diseases) and endo-periodontal lesions,endo-periodontal lesions; necrotizing gingivitis; necrotizing periodontal diseases; necrotizing periodontitis; periodontal abscess,JUN,2018,
Periodontal manifestations of systemic diseases and developmental and acquired conditions: Consensus report of workgroup 3 of the 2017 World Workshop on the Classification of Periodontal and Peri-Implant Diseases and Conditions,anatomy; attachment loss; bruxism; classification; dental prostheses; dental restorations; diagnosis; genetic disease; gingival inflammation; gingival recession; gingival thickness; gingivitis; mucogingival surgery; occlusal trauma; periodontal disease; periodontitis; plastic periodontal surgery; systemic disease; tooth,JUN,2018,
"Mean annual attachment, bone level, and tooth loss: A systematic review",chronic periodontitis; disease progression; epidemiology; periodontal attachment loss; periodontal diseases; systematic review,JUN,2018,
Periodontitis: Consensus report of workgroup 2 of the 2017 World Workshop on the Classification of Periodontal and Peri-Implant Diseases and Conditions,acute periodontal conditions; endo-periodontal lesion; necrotizing gingivitis; necrotizing periodontitis; periodontal abscess; periodontal disease; periodontitis,JUN,2018,
"Peri-implant health, peri-implant mucositis, and peri-implantitis: Case definitions and diagnostic considerations",diagnosis; peri-implant health; peri-implant mucositis; peri-implantitis,JUN,2018,
Association of marijuana use with oral HPV infection and periodontitis among Hispanic adults: Implications for oral cancer prevention,human papillomavirus; marijuana; oral cancer; periodontitis,MAY,2018,
"Letter to the editor: RE: Comparison of periodontal parameters and self-perceived oral symptoms among cigarette smokers, individuals vaping electronic cigarettes and never-smokers: A pilot study",,MAY,2018,
Letter to the editor: RE: Risk of periodontal disease in patients with asthma: A nationwide population-based retrospective cohort study,,MAY,2018,
Reply from authors: RE: Risk of periodontal disease in patients with asthma: A nationwide population-based retrospective cohort study,,MAY,2018,
Effect of compliance during periodontal maintenance therapy on levels of bacteria associated with periodontitis: A 6-year prospective study,compliance; maintenance; microbiology; patient; periodontitis,MAY,2018,
Influence of periodontal treatment on subgingival and salivary microbiotas,16S rRNA; bacteria; microbiology; periodontitis; saliva,MAY,2018,
Insulin resistance predicts the risk of gingival/periodontal inflammation,gingivitis; inflammation; insulin resistance; obesity; periodontitis; prospective studies; type 2 diabetes,MAY,2018,
A network meta-analysis of interproximal oral hygiene methods in the reduction of clinical indices of inflammation,dental hygiene; gingivitis; meta-analysis; oral hygiene; systematic reviews and evidence-based medicine,MAY,2018,
Self-perceived oral symptoms and periodontal status among young intravenous heroin addicts: A cross-sectional case-control study,dental plaque index; heroin; periodontal index; periodontal pocket; tooth loss,MAY,2018,
"Effects of colchicine on gingival inflammation, apoptosis, and alveolar bone loss in experimental periodontitis",apoptosis; colchicine; inflammation; oxidative stress; periodontitis,MAY,2018,
Resveratrol derivative-rich melinjo seed extract induces healing in a murine model of established periodontitis,alveolar bone loss; ostcoclasts; oxidative stress; periodontal diseases; periodontitis; reactive oxygen species; resveratrol,MAY,2018,
Asiaticoside induces osteogenic differentiation of human periodontal ligament cells through the Wnt pathway,"DMP1 protein, human; osteogenesis; periodontal ligament; regeneration; triterpenes; Wnt signal transduction",MAY,2018,
Lymphatic growth factors are expressed in human gingiva and upregulated in gingival fibroblasts after stimulation,libroblast(s); gene expression; gingivitis; growth factors; periodontitis; vascular biology,MAY,2018,
Exposure to occupational noise and periodontitis in Korean workers,Epidemiology; periodontal-systemic disease interactions; public health; risk factors,APR,2018,
"Serum, salivary, and tissue levels of plasminogen in familial Mediterranean fever, amyloidosis, and chronic periodontitis",amyloidosis; chronic periodontitis; familial Mediterranean fever; plasminogen,APR,2018,
Advanced platelet-rich fibrin and freeze-dried bone allograft for ridge preservation: A randomized controlled clinical trial,biomaterials; bone regeneration; clinical trial; ridge preservation,APR,2018,
Body fat rather than body mass index is associated with gingivitis - A southern Brazilian cross-sectional study,adipose tissue; epidemiologic studies; epidemiology; body fat; gingivitis; obesity,APR,2018,
"Association between the number of teeth and hypertension in a study based on 13,561 participants",blood pressure; epidemiology; hypertension; tooth loss,APR,2018,
Diagnostic accuracy of clinical parameters to monitor peri-implant conditions: A matched case-control study,diagnosis; peri-implant diseases; peri-implant mucositis; peri-implantitis; periodontal disease; probing pocket depth; prognosis,APR,2018,
"The evaluation of peri-implant sulcus fluid osteocalcin, osteopontin, and osteonectin levels in peri-implant diseases",osteocalcin; osteonectin; osteopontin; peri-implantitis,APR,2018,
Radiographic alveolar bone morphology and progressive periodontitis,"diagnosis; periodontitis; prognosis; radiography, dental; risk factors",APR,2018,
Association between asthma and periodontal disease: A systematic review and meta-analysis,asthma; gingivitis; periodontal diseases,APR,2018,
Long-term testosterone depletion attenuates inflammatory bone resorption in the ligature-induced periodontal disease model,inflammation; periodontitis; testosterone,APR,2018,
Influence of periodontitis and scaling and root planing on insulin resistance and hepatic CD36 in obese rats,CD36; insulin resistance; obesity; periodontitis,APR,2018,
The role of androgens on periodontal repair in female rats,androgen receptor antagonists; androgens; estrogens; inflammation; testosterone; wounds and injuries,APR,2018,
The C-terminus of the amelogenin peptide influences the proliferation of human bone marrow mesenchymal stem cells,Amelogenin; lysosomal-associated membrane protein 1; mesenchymal stromal cells,APR,2018,
Titanium-prepared platelet-rich fibrin provides advantages on periodontal healing: A randomized split-mouth clinical study,Growth factors; periodontitis; wound healing,MAR,2018,
Periodontal response to orthodontic tooth movement in diabetes-induced rats with or without periodontal disease,Alloxan diabetes; orthodontic tooth movement; periodontal disease,MAR,2018,
"Chronic periodontitis and oral health-related quality of life in Chinese adults: A population-based, cross-sectional study",Chinese adults; chronic periodontitis; cross-sectional study; OHRQoL,MAR,2018,
The effect of twice daily kiwifruit consumption on periodontal and systemic conditions before and after treatment: A randomized clinical trial,Fruit; inflammation; periodontal diseases; randomized clinical trial; therapy,MAR,2018,
Preliminary investigation of the vitamin D pathway in periodontal connective tissue cells,CAP18 lipopolysaccharide-binding protein; gingiva; periodontal ligament; vitamin D,MAR,2018,
Effects of D-valine on periodontal or peri-implant pathogens: Porphyromonas gingivalis biofilm,Biofilm; D-amino acids; D-val; P. gingivalis,MAR,2018,
The KCNQ1 gene polymorphism as a shared genetic risk for rheumatoid arthritis and chronic periodontitis in Japanese adults: A pilot case-control study,Arthritis; rheumatoid; case-control studies; comorbidity; diabetes mellitus; periodontitis; polymorphism; single nucleotide,MAR,2018,
In vitro evaluation of controlled-release 14% doxycycline gel for decontamination of machined and sandblasted acid-etched implants,Antimicrobial(s); host modulation therapy; implantology; local antimicrobial therapy; pharmacology,MAR,2018,
The role of menopause on the relationship between metabolic risk factors and periodontal disease via salivary oxidative parameters,Menopause; metabolic syndrome X; oxidative stress; periodontal diseases; risk factors; saliva,MAR,2018,
"High-power, red-light-emitting diode irradiation enhances proliferation, osteogenic differentiation, and mineralization of human periodontal ligament stem cells via ERK signaling pathway",Low-level light therapy; MAP kinase signaling system; periodontal ligament; phototherapy; regeneration; stem cells,MAR,2018,
Human beta defensin 3 alters matrix metalloproteinase production in human dendritic cells exposed to Porphyromonas gingivalis hemagglutinin B,Defensins; HagB protein; hemagglutinins; matrix metalloproteinases; Porphyromonas gingivalis,MAR,2018,
Long-term evaluation (20 years) of the outcomes of coronally advanced flap in the treatment of single recession-type defects,Gingival recession; gingival recession; surgery; tooth root; therapy; gingival recession; therapy; surgical flaps,MAR,2018,
Periodontal profile classes predict periodontal disease progression and tooth loss,Diagnosis; epidemiology; oral medicine; periodontal medicine; periodontitis; prognosis,FEB,2018,
"Periodontal profile class is associated with prevalent diabetes, coronary heart disease, stroke, and systemic markers of C-reactive protein and interleukin-6",Diagnosis; epidemiology; gingivitis; periodontal-systemic disease interactions; periodontitis,FEB,2018,
In search of appropriate measures of periodontal status: The Periodontal Profile Phenotype (P-3) system,Diagnosis; epidemiology; gingivitis; periodontitis,FEB,2018,
Subgingival microbial profile of obese women with periodontal disease,DNA probes; microbiota; molecular diagnostic techniques; obesity; periodontal disease,FEB,2018,
"Combination of ultrasonic decontamination, soft tissue curettage, and submucosal air polishing with povidone-iodine application for non-surgical therapy of peri-implantitis: 12-month clinical outcomes",Air abrasion; decontamination; dental implants; peri-implantitis; povidone-iodine,FEB,2018,
Obesity and periodontitis: An experimental study to evaluate periodontal and systemic effects of comorbidity,co-morbidity; inflammation; Immunity; innate; obesity; periodontitis; porphyromonas gingivalis,FEB,2018,
Evaluation of gingival crevicular fluid and peri-implant sulcus fluid levels of periostin: A preliminary report,Dental implants; inflammation; pathogenesis; gingival crevicular fluid,FEB,2018,
Impact of a triclosan-containing toothpaste during the progression of experimental peri-implant mucositis: Clinical parameters and local pattern of osteo-immunoinflammatory mediators in peri-implant fluid,Biomarkers; cytokines; dental implants; peri-implantitis; toothpastes; triclosan,FEB,2018,
Periodontal disease and its connection to systemic biomarkers of cardiovascular disease in young American Indian/Alaskan natives,C-reactive protein; Indians; North American; interleukin-6; periodontal diseases,FEB,2018,
Eosinophil cationic protein and histamine production by neutrophils from patients with periodontitis,Eosinophil cationic protein; histamine; inflammation; neutrophils; periodontitis,FEB,2018,
Inhibition of 5-lipoxygenase attenuates inflammation and bone resorption in lipopolysaccharide-induced periodontal disease,Bone resorption; inflammation; innate immunity; leukotrienes; periodontitis,FEB,2018,
Comparison of peri-implant clinical and radiographic inflammatory parameters among cigarette and waterpipe (narghile) smokers and never-smokers,Alveolar bone loss; dental implants; periodontal index; smoking; surveys and questionnaires,FEB,2018,
Evaluation of oxidative status in patients with chronic periodontitis and polycystic ovary syndrome: A cross-sectional study,Chronic periodontitis; malondialdehyde; oxidative stress; polycystic ovary syndrome,JAN,2018,
Prevalence of comorbidities in periodontitis patients compared with the general Austrian population,Comorbidities; inflammation; periodontitis; prevalence,JAN,2018,
"Effect of topically applied hyaluronic acid on pain and palatal epithelial wound healing: An examiner-masked, randomized, controlled clinical trial",operative; pain; postoperative complications; surgical procedures; transplants; wound healing,JAN,2018,
"Combination of bone graft and resorbable membrane for alveolar ridge preservation: A systematic review, meta-analysis, and trial sequential analysis",alveolar bone loss; alveolar process; bone substitutes; meta-analysis; tooth extraction; tooth socket,JAN,2018,
Non-surgical model for alveolar bone regeneration by bone morphogenetic protein-2/7 gene therapy,bone and bones; bone morphogenetic proteins; electroporation; periodontium; plasmids; regeneration,JAN,2018,
Effects of local administration of tiludronic acid on experimental periodontitis in diabetic rats,Bone resorption; diabetes mellitus; diphosphonates; periodontitis,JAN,2018,
"Salivary neuropeptides, stress, and periodontitis",Diagnostic techniques and procedures; glucocorticoids; neuropeptides; periodontitis; psychological stress; saliva,JAN,2018,
Association between periodontitis and blood lipid levels in a Korean population,Lipoproteins; HDL; hyperlipidemias; lipoproteins; LDL; periodontitis; women's health,JAN,2018,
Alarm anti-protease trappin-2 negatively correlates with proinflammatory cytokines in patients with periodontitis,inflammation; interleukin-1beta; periodontitis; protease inhibitors; saliva,JAN,2018,
Useful immunochromatographic assay of calprotectin in gingival crevicular fluid for diagnosis of diseased sites in patients with periodontal diseases,Diagnostic techniques and procedures; gingival crevicular fluid; immunochromatography; calprotectin; device chip; periodontal diseases,JAN,2018,
Transcriptome of healthy gingival tissue from edentulous sites in patients with a history of generalized aggressive periodontitis,gene expression; microarray analysis; molecular biology; periodontal diseases; periodontitis; transcriptome,JAN,2018,
Association of the salivary triggering receptor expressed on myeloid cells/its ligand peptidoglycan recognition protein 1 axis with oral inflammation in kidney disease,biomarkers; inflammation; interleukins; kidney diseases; periodontitis; saliva,JAN,2018,
Re: Simultaneous Detection of Oral Pathogens in Subgingival Plaque and Prostatic Fluid of Men with Periodontal and Prostatic Diseases,,DEC,2017,
Comparison of Endothelial Function in Healthy Patients and Patients With Chronic Periodontitis and Myocardial Infraction,Chronic periodontitis; endothelium; myocardial infarction; periodontal diseases,DEC,2017,
Microbiologic Response to Periodontal Therapy and Multivariable Prediction of Clinical Outcome,Amoxicillin; metronidazole; microbiology; outcome assessment (health care); periodontal diseases; therapeutics,DEC,2017,
Non-Surgical Therapy Reduces Presence of JP2 Clone in Localized Aggressive Periodontitis,Aggregatibacter actinomycetemcomitans; bacteria; inflammation; periodontitis; therapeutics; virulence,DEC,2017,
Effect of Alcohol Consumption on Clinical Attachment Loss Progression in an Urban Population From South Brazil: A 5-Year Longitudinal Study,Alcohol drinking; epidemiology; longitudinal studies; periodontitis; risk factors,DEC,2017,
Locally Delivered 0.5% Azithromycin as an Adjunct to Non-Surgical Treatment in Patients With Chronic Periodontitis With Type 2 Diabetes: A Randomized Controlled Clinical Trial,Clinical trial; diabetes; Inflammation; root planing; periodontitis,DEC,2017,
Platelet-Rich Fibrin Combined With a Porous Hydroxyapatite Graft for the Treatment of 3-Wall Intrabony Defects in Chronic Periodontitis: A Randomized Controlled Clinical Trial,"Clinical trial; guided tissue regeneration, periodontal; hydroxyapatite; periodontitis; root planing; surgery",DEC,2017,
Smoking May Lead to Marginal Bone Loss Around Non-Submerged Implants During Bone Healing by Altering Salivary Microbiome: A Prospective Study,Alveolar bone loss; dental implants; microbiota; smoking,DEC,2017,
Xenogenous Collagen Matrix and/or Enamel Matrix Derivative for Treatment of Localized Gingival Recessions: A Randomized Clinical Trial. Part I: Clinical Outcomes,"Collagen; enamel matrix proteins; general surgery; gingival recession; surgery, plastic; tooth root",DEC,2017,
Xenogenous Collagen Matrix and/or Enamel Matrix Derivative for Treatment of Localized Gingival Recessions: A Randomized Clinical Trial. Part II: Patient-Reported Outcomes,"Dentin sensitivity; esthetics, dental; gingival recession; quality of life; surgery, oral",DEC,2017,
Salivary Levels of NLRP3 Inflammasome-Related Proteins as Potential Biomarkers of Periodontal Clinical Status,"Caspase-1; interleukin-1 beta; nlr family, pyrin domain-containing 3 protein; periodontal diseases; saliva",DEC,2017,
Receiver Operating Characteristic Curve-Based Prediction Model for Periodontal Disease Updated With the Calibrated Community Periodontal Index,Periodontal diseases; periodontal index; ROC curve,DEC,2017,
Greater Sensitivity of Oral Fibroblasts to Smoked Versus Smokeless Tobacco,"Cell Movement; cell survival; fibroblasts; periodontal ligament; smoking tobacco, smokeless",DEC,2017,
Porphyromonas gingivalis Suppresses Trophoblast Invasion by Soluble Factors,"Labor, obstetric; periodontitis; placenta; pre-eclampsia; pregnancy; trophoblasts",DEC,2017,
Clarithromycin as an Adjunct to One-Stage Full-Mouth Ultrasonic Periodontal Debridement in Generalized Aggressive Periodontitis: A Randomized Controlled Clinical Trial,Aggressive periodontitis; anti-Infective agents; clarithromycin; periodontal debridement; microbiology; ultrasonics,DEC,2017,
Salivary and Serum Markers Related to Innate Immunity in Generalized Aggressive Periodontitis,"Aggressive periodontitis; cytokines; immunity, innate; inflammation; saliva",DEC,2017,
